City,Country,Region,Category,Climate,Best_Month,Attractions,Cuisine_Name,Flavor_Profile,Hotel_Name,Star_Rating,Price_Per_Night,Amenities,Weather_Type,Average_Temperature,Budget_Range,Activities
Marrakech,Morocco,Africa,heritage,Hot,Monsoon,Jemaa el-Fnaa; Majorelle Garden; Marrakech Landmark 1; Marrakech Landmark 2; Bahia Palace,Tagine,Savory,El Fenn,3,154,Parking; Conference Rooms; Gym; Bar,Rainy,35.8,$1016–$2217,shopping
Goa,India,South Asia,beach,Hot,February,Goa Landmark 2; Goa Landmark 1; Baga Beach; Fort Aguada; Anjuna Flea Market,Goan Fish Curry,Spicy,Alila Diwa,5,116,Beach Access; Spa; Kids Club; Pool; Restaurant; Breakfast Included,Snowy,34.3,$510–$1113,skiing; hiking
Udaipur,India,South Asia,heritage,Moderate,October,Udaipur Landmark 1; Lake Pichola; City Palace Udaipur; Jagdish Temple; Udaipur Landmark 2,Laal Maas,Spicy,Trident Udaipur,5,160,WiFi; Airport Shuttle; Breakfast Included; Conference Rooms,Snowy,27.4,$1584–$3456,food; wildlife; hiking
Kyoto,Japan,Southeast Asia,heritage,Moderate,Monsoon,Gion District; Fushimi Inari; Kinkaku-ji; Kyoto Landmark 1; Kyoto Landmark 2,Kaiseki,Savory,Suiran,3,156,Beach Access; Spa; Gym; Pool; Pet Friendly,Snowy,12.2,$1372–$2995,adventure; relaxation; historic tours
Singapore,Singapore,Southeast Asia,city,Hot,February,Marina Bay Sands; Sentosa; Gardens by the Bay; Singapore Landmark 2; Singapore Landmark 1,Chilli Crab,Spicy,Marina Bay Sands,3,189,Pool; Bar; Parking; Gym; Beach Access; Breakfast Included; WiFi,Humid,32.7,$1039–$2268,photography; skiing; water-sports
Fiji,Fiji,South Asia,island,Hot,September,Garden of the Sleeping Giant; Fiji Landmark 2; Coral Coast; Fiji Landmark 1; Mamanuca Islands,Kokoda,Savory,Likuliku Lagoon Resort,4,163,Airport Shuttle; Spa; Beach Access; Parking; Pool,Humid,33.4,$537–$1173,relaxation; water-sports; nightlife
Rome,Italy,Europe,heritage,Moderate,April,Trevi Fountain; Colosseum; Rome Landmark 2; Rome Landmark 1; Vatican City,Carbonara,Savory,Rome Cavalieri,5,296,Conference Rooms; WiFi; Beach Access,Humid,14.7,$3256–$7104,hiking; adventure; spirituality; shopping
Phuket,Thailand,Southeast Asia,beach,Hot,January,Phuket Landmark 2; Phuket Landmark 1; Big Buddha; Phi Phi Islands; Patong Beach,Tom Yum Goong,Spicy,Rayavadee,4,202,Conference Rooms; Bar; Airport Shuttle; Spa,Sunny,24.6,$888–$1939,skiing; food; spirituality; culture
Phuket,Thailand,Southeast Asia,beach,Hot,Winter,Phuket Landmark 1; Patong Beach; Phuket Landmark 2; Big Buddha; Phi Phi Islands,Tom Yum Goong,Spicy,Anantara Mai Khao,4,184,Conference Rooms; Breakfast Included; WiFi; Bar; Beach Access; Restaurant; Pool,Humid,31.7,$1012–$2208,food; hiking; nightlife
Pondicherry,India,South Asia,beach,Moderate,November,Pondicherry Landmark 1; Promenade Beach; Pondicherry Landmark 2; Auroville; French Quarter,Seafood Thali,Savory,Le Pondy,3,63,Conference Rooms; Spa; Parking; Airport Shuttle; Bar; Pool,Humid,24.5,$346–$756,water-sports; nightlife; adventure; relaxation
Pondicherry,India,South Asia,beach,Moderate,Autumn,Auroville; Promenade Beach; Pondicherry Landmark 2; French Quarter; Pondicherry Landmark 1,Seafood Thali,Savory,Palais de Mahe,4,78,Spa; WiFi; Pet Friendly; Kids Club,Snowy,24.7,$429–$936,food; wildlife; adventure; water-sports
Cusco,Peru,South America,heritage,Cold,Winter,Cusco Landmark 1; Machu Picchu; Sacsayhuamán; Cusco Landmark 2; Plaza de Armas,Cuy,Savory,Belmond Hotel Monasterio,5,198,Gym; Beach Access; Restaurant; Parking; Kids Club; Spa,Rainy,6.8,$1089–$2376,adventure; water-sports
Barcelona,Spain,Europe,city,Moderate,May,Barcelona Landmark 2; Park Güell; Sagrada Familia; Barcelona Landmark 1; La Rambla,Paella,Savory,Hotel Arts,3,302,WiFi; Conference Rooms; Restaurant,Snowy,24.6,$3322–$7248,relaxation; wildlife; culture
Singapore,Singapore,Southeast Asia,city,Hot,July,Marina Bay Sands; Singapore Landmark 1; Singapore Landmark 2; Gardens by the Bay; Sentosa,Chilli Crab,Spicy,Marina Bay Sands,4,320,Bar; Pet Friendly; Breakfast Included; Airport Shuttle; Gym; Spa; Kids Club,Snowy,32.9,$1056–$2304,spirituality; nightlife
Oslo,Norway,Other,city,Cold,Autumn,Oslo Landmark 1; Vigeland Park; Akershus Fortress; Oslo Landmark 2; Oslo Opera House,Fårikål,Savory,Hotel Continental,3,211,Conference Rooms; Pet Friendly; Breakfast Included,Humid,21.8,$2088–$4557,water-sports; historic tours
Phuket,Thailand,Southeast Asia,beach,Hot,November,Phi Phi Islands; Big Buddha; Patong Beach; Phuket Landmark 2; Phuket Landmark 1,Tom Yum Goong,Spicy,Rayavadee,4,118,Breakfast Included; Restaurant; Parking; Beach Access; Gym,Sunny,31.2,$908–$1982,skiing
Oslo,Norway,Other,city,Cold,Summer,Oslo Opera House; Oslo Landmark 1; Akershus Fortress; Vigeland Park; Oslo Landmark 2,Fårikål,Savory,The Thief,5,103,Parking; Gym; Bar; Kids Club; Airport Shuttle; Breakfast Included,Cold,24.1,$793–$1730,photography; spirituality; historic tours; relaxation
London,United Kingdom,Europe,city,Moderate,April,London Landmark 1; London Landmark 2; British Museum; Tower of London; Buckingham Palace,Fish and Chips,Savory,The Savoy,3,174,Pet Friendly; Airport Shuttle; Breakfast Included; Spa; Conference Rooms; WiFi,Windy,15.4,$1914–$4176,hiking
Cape Town,South Africa,Africa,city,Moderate,Autumn,Table Mountain; Cape Town Landmark 1; Robben Island; Cape Town Landmark 2; V&A Waterfront,Bobotie,Savory,One&Only Cape Town,3,259,Spa; Parking; Pool; Breakfast Included; Restaurant,Sunny,22.7,$2849–$6216,nightlife
Mexico City,Mexico,South America,city,Moderate,November,Chapultepec Park; Mexico City Landmark 2; Zocalo; Frida Kahlo Museum; Mexico City Landmark 1,Tacos al Pastor,Spicy,St. Regis Mexico City,4,165,Gym; Pet Friendly; Kids Club,Windy,19.3,$544–$1188,photography; shopping; food
Sydney,Australia,Oceania,city,Moderate,September,Sydney Opera House; Harbour Bridge; Sydney Landmark 2; Sydney Landmark 1; Bondi Beach,Meat Pie,Savory,Park Hyatt Sydney,4,347,Restaurant; WiFi; Spa; Pet Friendly; Gym; Airport Shuttle; Kids Club,Snowy,28.6,$1145–$2498,shopping; water-sports
Manali,India,South Asia,mountain,Cold,Spring,Manali Landmark 2; Manali Landmark 1; Rohtang Pass; Solang Valley; Hadimba Temple,Trout Fish,Savory,The Himalayan,5,76,Conference Rooms; Gym; Pet Friendly; Airport Shuttle; Restaurant; Spa; Breakfast Included,Humid,2.4,$250–$547,shopping; photography; relaxation
Cusco,Peru,South America,heritage,Cold,June,Plaza de Armas; Sacsayhuamán; Machu Picchu; Cusco Landmark 1; Cusco Landmark 2,Cuy,Savory,Belmond Hotel Monasterio,5,160,WiFi; Restaurant; Kids Club,Humid,4.3,$1056–$2304,nightlife
Fiji,Fiji,South Asia,island,Hot,May,Fiji Landmark 1; Coral Coast; Garden of the Sleeping Giant; Mamanuca Islands; Fiji Landmark 2,Kokoda,Savory,InterContinental Fiji,4,297,Spa; Conference Rooms; Pet Friendly; Breakfast Included; Restaurant; Parking,Humid,23.5,$2940–$6415,culture; relaxation
Banff,Canada,North America,mountain,Cold,February,Lake Louise; Moraine Lake; Banff Landmark 1; Banff Landmark 2; Banff Gondola,Canadian Pancakes,Sweet,Rimrock Resort,5,158,Airport Shuttle; Beach Access; WiFi; Conference Rooms; Pet Friendly,Rainy,-3.1,$1390–$3033,shopping; food; hiking; skiing
Queenstown,New Zealand,Oceania,mountain,Cold,June,Queenstown Landmark 1; Queenstown Landmark 2; Lake Wakatipu; Bungy Jumping; Milford Sound,Lamb Roast,Savory,Matakauri Lodge,5,189,WiFi; Restaurant; Kids Club; Pet Friendly,Snowy,1.7,$831–$1814,photography; nightlife; culture; historic tours
Hanoi,Vietnam,Southeast Asia,city,Moderate,Autumn,Hanoi Landmark 1; Temple of Literature; Old Quarter; Hanoi Landmark 2; Hoan Kiem Lake,Pho,Savory,Sofitel Legend Metropole,4,85,Pet Friendly; Breakfast Included; Kids Club; Conference Rooms; Restaurant; WiFi; Gym,Windy,28.0,$280–$612,hiking; photography; historic tours
Sydney,Australia,Oceania,city,Moderate,Summer,Bondi Beach; Sydney Landmark 2; Harbour Bridge; Sydney Opera House; Sydney Landmark 1,Meat Pie,Savory,Park Hyatt Sydney,5,264,Bar; Beach Access; Kids Club; WiFi; Pool,Snowy,26.4,$2323–$5068,skiing; historic tours; spirituality; adventure
New York,USA,North America,city,Moderate,May,New York Landmark 1; Central Park; Times Square; Statue of Liberty; New York Landmark 2,New York Pizza,Savory,The St. Regis,4,284,Airport Shuttle; Gym; Bar,Windy,16.7,$3124–$6816,water-sports; skiing; culture
Bali (Ubud),Indonesia,Other,island,Hot,Winter,Bali (Ubud) Landmark 1; Ubud Rice Terraces; Bali (Ubud) Landmark 2; Monkey Forest; Tegalalang Rice Terrace,Bebek Betutu,Savory,Alila Ubud,4,294,Pool; Spa; Breakfast Included; Bar; Conference Rooms,Sunny,24.5,$2910–$6350,adventure; shopping
Toronto,Canada,North America,city,Moderate,Monsoon,Toronto Islands; Toronto Landmark 1; CN Tower; Toronto Landmark 2; Royal Ontario Museum,Peameal Bacon Sandwich,Savory,The St. Regis Toronto,3,278,Bar; Spa; Restaurant,Cold,8.5,$1529–$3336,adventure
Lisbon,Portugal,South America,city,Moderate,Spring,Belém Tower; Alfama; Lisbon Landmark 2; Lisbon Landmark 1; Jerónimos Monastery,Pastel de Nata,Sweet,Pestana Palace,3,290,Kids Club; Bar; Conference Rooms; Beach Access,Sunny,14.0,$2233–$4872,historic tours; spirituality
Oslo,Norway,Other,city,Cold,February,Vigeland Park; Oslo Landmark 1; Akershus Fortress; Oslo Landmark 2; Oslo Opera House,Fårikål,Savory,Hotel Continental,4,84,Conference Rooms; Kids Club; Airport Shuttle; Restaurant,Humid,27.4,$646–$1411,water-sports; shopping; historic tours; adventure
Bangkok,Thailand,Southeast Asia,city,Hot,December,Wat Arun; Bangkok Landmark 1; Grand Palace; Chatuchak Market; Bangkok Landmark 2,Pad Thai,Savory,Mandarin Oriental,4,141,Pet Friendly; Restaurant; Gym; WiFi; Spa; Kids Club,Humid,25.4,$1395–$3045,water-sports; relaxation; wildlife; historic tours
Phuket,Thailand,Southeast Asia,beach,Hot,November,Phi Phi Islands; Patong Beach; Phuket Landmark 2; Phuket Landmark 1; Big Buddha,Tom Yum Goong,Spicy,Phuket Marriott,4,155,Beach Access; Conference Rooms; Kids Club; Pool,Rainy,30.1,$1364–$2976,food
Rishikesh,India,South Asia,spiritual,Moderate,October,Triveni Ghat; Rishikesh Landmark 1; Beatles Ashram; Laxman Jhula; Rishikesh Landmark 2,Aloo Puri,Savory,Ganga Kinare,5,78,Breakfast Included; Spa; Kids Club; Bar; WiFi,Rainy,18.5,$600–$1310,spirituality; culture; food; wildlife
Los Angeles,USA,North America,city,Hot,May,Los Angeles Landmark 2; Hollywood; Santa Monica Pier; Griffith Observatory; Los Angeles Landmark 1,In-N-Out Burger,Savory,The Ritz-Carlton,3,392,Gym; Pool; Bar; WiFi; Restaurant,Windy,16.9,$2587–$5644,hiking; food; wildlife
Udaipur,India,South Asia,heritage,Moderate,October,Lake Pichola; City Palace Udaipur; Udaipur Landmark 2; Udaipur Landmark 1; Jagdish Temple,Laal Maas,Spicy,The Leela Palace Udaipur,3,175,Gym; Kids Club; Breakfast Included; Bar; Pet Friendly; Conference Rooms,Snowy,26.0,$577–$1260,adventure; relaxation; water-sports
Leh-Ladakh,India,South Asia,mountain,Cold,Summer,Nubra Valley; Leh-Ladakh Landmark 1; Leh-Ladakh Landmark 2; Thiksey Monastery; Pangong Lake,Tibetan Thenthuk,Savory,The Grand Dragon,4,109,Beach Access; Pool; Breakfast Included; WiFi; Parking; Restaurant; Conference Rooms,Rainy,-4.1,$839–$1831,spirituality; photography
Hyderabad,India,South Asia,city,Hot,Winter,Charminar; Hussain Sagar; Hyderabad Landmark 2; Ramoji Film City; Hyderabad Landmark 1,Biryani,Savory,ITC Kakatiya,4,175,Beach Access; Pool; Spa; Pet Friendly; Parking; WiFi; Breakfast Included,Snowy,23.9,$770–$1680,water-sports
Rome,Italy,Europe,heritage,Moderate,Autumn,Rome Landmark 1; Trevi Fountain; Rome Landmark 2; Colosseum; Vatican City,Carbonara,Savory,Rome Cavalieri,3,199,Pet Friendly; Restaurant; Conference Rooms; Bar,Moderate,26.9,$875–$1910,skiing; relaxation
Rome,Italy,Europe,heritage,Moderate,April,Rome Landmark 1; Colosseum; Rome Landmark 2; Vatican City; Trevi Fountain,Carbonara,Savory,Rome Cavalieri,4,281,Breakfast Included; Kids Club; Bar; Parking; Restaurant; Conference Rooms,Humid,14.5,$1545–$3372,culture; skiing
Lisbon,Portugal,South America,city,Moderate,June,Alfama; Jerónimos Monastery; Lisbon Landmark 2; Belém Tower; Lisbon Landmark 1,Pastel de Nata,Sweet,Pestana Palace,4,248,WiFi; Breakfast Included; Bar; Beach Access; Airport Shuttle; Restaurant; Gym,Snowy,12.3,$2728–$5952,historic tours; relaxation; skiing; culture
Zurich,Switzerland,Europe,city,Cold,Spring,Uetliberg; Old Town; Zurich Landmark 2; Zurich Landmark 1; Lake Zurich,Fondue,Savory,Park Hyatt Zurich,4,267,Kids Club; Pool; Spa; Gym,Snowy,12.0,$2643–$5767,relaxation; skiing; food
Varanasi,India,South Asia,spiritual,Moderate,Monsoon,Varanasi Landmark 1; Dashashwamedh Ghat; Varanasi Landmark 2; Kashi Vishwanath; Sarnath,Kachori Sabzi,Spicy,Hotel Ganges View,4,77,Bar; Pool; Parking,Snowy,20.3,$254–$554,culture; hiking; historic tours
New York,USA,North America,city,Moderate,Autumn,Central Park; New York Landmark 2; Statue of Liberty; Times Square; New York Landmark 1,New York Pizza,Savory,The St. Regis,3,390,WiFi; Breakfast Included; Airport Shuttle; Kids Club,Rainy,17.8,$3432–$7488,hiking; water-sports; nightlife
Paris,France,Europe,city,Moderate,April,Louvre Museum; Paris Landmark 1; Notre-Dame; Paris Landmark 2; Eiffel Tower,Croissant,Sweet,Hotel Lutetia,3,175,Breakfast Included; Pool; Kids Club; Bar; Airport Shuttle,Windy,6.9,$1155–$2520,nightlife; spirituality; culture
Zurich,Switzerland,Europe,city,Cold,February,Old Town; Zurich Landmark 2; Uetliberg; Zurich Landmark 1; Lake Zurich,Fondue,Savory,Baur au Lac,4,326,Breakfast Included; Conference Rooms; Spa; Parking,Windy,6.6,$2151–$4694,relaxation; water-sports; wildlife
Banff,Canada,North America,mountain,Cold,January,Banff Landmark 1; Banff Landmark 2; Moraine Lake; Lake Louise; Banff Gondola,Canadian Pancakes,Sweet,Moose Hotel,5,290,WiFi; Kids Club; Parking; Conference Rooms; Breakfast Included,Snowy,-3.0,$2552–$5568,relaxation; wildlife
Amsterdam,Netherlands,Europe,city,Moderate,Autumn,Amsterdam Landmark 1; Rijksmuseum; Amsterdam Landmark 2; Canals; Van Gogh Museum,Stroopwafel,Sweet,Pulitzer Amsterdam,4,189,Pet Friendly; Spa; Airport Shuttle; Beach Access; Gym,Humid,10.5,$1455–$3175,food; adventure; wildlife
Santiago,Chile,Europe,city,Moderate,September,The Andes; Cerro San Cristobal; Plaza de Armas; Santiago Landmark 2; Santiago Landmark 1,Empanadas,Savory,The Ritz-Carlton Santiago,4,164,WiFi; Breakfast Included; Bar; Pet Friendly,Humid,12.2,$721–$1574,nightlife; historic tours
Toronto,Canada,North America,city,Moderate,September,Toronto Islands; Toronto Landmark 1; CN Tower; Royal Ontario Museum; Toronto Landmark 2,Peameal Bacon Sandwich,Savory,Four Seasons Toronto,5,163,WiFi; Restaurant; Spa; Breakfast Included; Kids Club; Airport Shuttle; Bar,Sunny,13.8,$717–$1564,shopping
Ahmedabad,India,South Asia,heritage,Hot,June,Ahmedabad Landmark 2; Sabarmati Ashram; Ahmedabad Landmark 1; Adalaj Stepwell; Akshardham Temple,Dhokla,Savory,Fortune Landmark,4,52,Gym; Beach Access; Pool; Airport Shuttle; Kids Club,Hot,25.8,$171–$374,adventure; historic tours
Bangkok,Thailand,Southeast Asia,city,Hot,Winter,Chatuchak Market; Grand Palace; Bangkok Landmark 1; Bangkok Landmark 2; Wat Arun,Pad Thai,Savory,Banyan Tree,4,77,Spa; Breakfast Included; Parking; Restaurant; Pool; Conference Rooms,Sunny,35.4,$423–$924,hiking; spirituality
Udaipur,India,South Asia,heritage,Moderate,December,Lake Pichola; Udaipur Landmark 1; City Palace Udaipur; Udaipur Landmark 2; Jagdish Temple,Laal Maas,Spicy,The Leela Palace Udaipur,4,186,Beach Access; Pet Friendly; Parking; Bar; Conference Rooms,Sunny,25.4,$1023–$2232,relaxation; shopping; food; culture
Agra,India,South Asia,heritage,Hot,February,Agra Landmark 1; Mehtab Bagh; Agra Fort; Taj Mahal; Agra Landmark 2,Petha,Sweet,The Oberoi Amarvilas,4,173,Parking; Pool; Airport Shuttle; Beach Access; Restaurant; Breakfast Included; Gym,Sunny,33.1,$1522–$3321,water-sports
Lima,Peru,Europe,city,Moderate,February,Miraflores; Lima Landmark 2; Historic Centre; Lima Landmark 1; Parque Kennedy,Ceviche,Savory,JW Marriott,3,223,Pet Friendly; Conference Rooms; Kids Club; Breakfast Included,Humid,21.5,$1226–$2676,hiking
Phuket,Thailand,Southeast Asia,beach,Hot,November,Phuket Landmark 1; Big Buddha; Patong Beach; Phuket Landmark 2; Phi Phi Islands,Tom Yum Goong,Spicy,Phuket Marriott,4,136,Parking; Breakfast Included; Conference Rooms,Humid,34.0,$897–$1958,spirituality; adventure
Cusco,Peru,South America,heritage,Cold,September,Sacsayhuamán; Cusco Landmark 1; Cusco Landmark 2; Plaza de Armas; Machu Picchu,Cuy,Savory,Belmond Hotel Monasterio,4,97,Breakfast Included; Conference Rooms; Restaurant; Pet Friendly; Gym; Kids Club,Humid,12.5,$853–$1862,relaxation; water-sports; historic tours
Istanbul,Turkey,North America,heritage,Moderate,Spring,Hagia Sophia; Istanbul Landmark 1; Grand Bazaar; Istanbul Landmark 2; Topkapi Palace,Kebab,Savory,Ciragan Palace,5,231,Beach Access; Conference Rooms; WiFi,Rainy,16.5,$1016–$2217,spirituality; water-sports
Bangkok,Thailand,Southeast Asia,city,Hot,Spring,Bangkok Landmark 1; Grand Palace; Chatuchak Market; Bangkok Landmark 2; Wat Arun,Pad Thai,Savory,Banyan Tree,3,175,Conference Rooms; Beach Access; WiFi; Airport Shuttle,Humid,36.5,$577–$1260,wildlife; historic tours
Fiji,Fiji,South Asia,island,Hot,June,Garden of the Sleeping Giant; Coral Coast; Mamanuca Islands; Fiji Landmark 2; Fiji Landmark 1,Kokoda,Savory,InterContinental Fiji,3,256,Kids Club; Breakfast Included; Restaurant; Parking; Spa; Bar; Beach Access,Sunny,31.1,$2534–$5529,culture
Rome,Italy,Europe,heritage,Moderate,Spring,Vatican City; Trevi Fountain; Rome Landmark 2; Colosseum; Rome Landmark 1,Carbonara,Savory,Hotel Eden,3,194,Spa; Pet Friendly; Restaurant; Pool; Conference Rooms,Rainy,18.9,$640–$1396,food; culture; shopping; water-sports
Hyderabad,India,South Asia,city,Hot,Spring,Ramoji Film City; Charminar; Hyderabad Landmark 1; Hussain Sagar; Hyderabad Landmark 2,Biryani,Savory,Taj Falaknuma,4,89,Airport Shuttle; Beach Access; Parking; WiFi; Gym; Conference Rooms; Breakfast Included,Sunny,31.2,$489–$1068,shopping
Barcelona,Spain,Europe,city,Moderate,Summer,La Rambla; Park Güell; Barcelona Landmark 1; Barcelona Landmark 2; Sagrada Familia,Paella,Savory,W Barcelona,3,179,Breakfast Included; Parking; Restaurant; Conference Rooms; Beach Access,Sunny,26.8,$984–$2148,adventure
Goa,India,South Asia,beach,Hot,Winter,Baga Beach; Goa Landmark 1; Anjuna Flea Market; Fort Aguada; Goa Landmark 2,Goan Fish Curry,Spicy,Alila Diwa,4,83,Parking; Pet Friendly; Restaurant; Pool; Gym; WiFi; Bar,Snowy,26.1,$273–$597,hiking
Rome,Italy,Europe,heritage,Moderate,September,Vatican City; Colosseum; Trevi Fountain; Rome Landmark 2; Rome Landmark 1,Carbonara,Savory,Hotel Eden,3,253,Kids Club; Beach Access; Gym,Sunny,19.9,$2226–$4857,spirituality; water-sports
Cusco,Peru,South America,heritage,Cold,Summer,Plaza de Armas; Cusco Landmark 2; Cusco Landmark 1; Machu Picchu; Sacsayhuamán,Cuy,Savory,JW Marriott,5,108,WiFi; Conference Rooms; Spa,Humid,10.2,$831–$1814,nightlife; skiing
Paris,France,Europe,city,Moderate,Monsoon,Paris Landmark 1; Paris Landmark 2; Louvre Museum; Eiffel Tower; Notre-Dame,Croissant,Sweet,Le Meurice,4,236,Restaurant; Parking; WiFi; Airport Shuttle; Gym; Conference Rooms,Humid,15.7,$2596–$5664,adventure; photography; shopping
Leh-Ladakh,India,South Asia,mountain,Cold,August,Leh-Ladakh Landmark 1; Thiksey Monastery; Nubra Valley; Leh-Ladakh Landmark 2; Pangong Lake,Tibetan Thenthuk,Savory,Zimskhang,5,82,Airport Shuttle; Gym; Breakfast Included; Parking; Pool; Restaurant,Snowy,-1.0,$721–$1574,spirituality
Santiago,Chile,Europe,city,Moderate,May,Santiago Landmark 2; Plaza de Armas; Santiago Landmark 1; Cerro San Cristobal; The Andes,Empanadas,Savory,The Ritz-Carlton Santiago,4,171,Parking; Pet Friendly; WiFi; Pool; Airport Shuttle; Kids Club; Breakfast Included,Moderate,20.5,$1316–$2872,skiing; food; historic tours
Agra,India,South Asia,heritage,Hot,November,Agra Landmark 1; Mehtab Bagh; Taj Mahal; Agra Fort; Agra Landmark 2,Petha,Sweet,The Oberoi Amarvilas,5,115,Beach Access; Parking; Pool,Humid,27.8,$632–$1380,water-sports; spirituality
Amsterdam,Netherlands,Europe,city,Moderate,Monsoon,Amsterdam Landmark 1; Rijksmuseum; Amsterdam Landmark 2; Van Gogh Museum; Canals,Stroopwafel,Sweet,Ambassade Hotel,3,135,Airport Shuttle; Bar; Pool,Windy,18.0,$445–$972,skiing; nightlife; culture; spirituality
Cape Town,South Africa,Africa,city,Moderate,Spring,Robben Island; Table Mountain; Cape Town Landmark 2; Cape Town Landmark 1; V&A Waterfront,Bobotie,Savory,Belmond Mount Nelson,5,233,Beach Access; Gym; WiFi; Breakfast Included; Restaurant,Windy,22.1,$1025–$2236,skiing; nightlife
Coorg,India,Europe,forest,Moderate,Autumn,Raja's Seat; Dubare Elephant Camp; Coorg Landmark 2; Abbey Falls; Coorg Landmark 1,Pandi Curry,Savory,Coorg Resort,4,123,Restaurant; Bar; Pet Friendly; Spa; Beach Access; Gym; WiFi,Humid,16.6,$541–$1180,water-sports
Fiji,Fiji,South Asia,island,Hot,Monsoon,Coral Coast; Garden of the Sleeping Giant; Fiji Landmark 1; Mamanuca Islands; Fiji Landmark 2,Kokoda,Savory,InterContinental Fiji,4,157,Conference Rooms; Gym; WiFi; Pool; Bar; Breakfast Included; Beach Access,Humid,26.9,$1381–$3014,relaxation; food; culture
Manali,India,South Asia,mountain,Cold,December,Rohtang Pass; Solang Valley; Manali Landmark 1; Hadimba Temple; Manali Landmark 2,Trout Fish,Savory,Manali Heights,4,91,Pet Friendly; Conference Rooms; Beach Access; Bar; Kids Club; Parking,Windy,7.0,$500–$1092,culture
Kolkata,India,South Asia,city,Moderate,November,Dakshineswar; Howrah Bridge; Kolkata Landmark 2; Kolkata Landmark 1; Victoria Memorial,Macher Jhol,Savory,ITC Royal Bengal,4,53,Conference Rooms; Pool; Kids Club; Breakfast Included; Spa; Parking; Gym,Rainy,21.4,$583–$1272,adventure; relaxation; culture; photography
Paris,France,Europe,city,Moderate,April,Louvre Museum; Paris Landmark 2; Eiffel Tower; Notre-Dame; Paris Landmark 1,Croissant,Sweet,Ritz Paris,4,393,Conference Rooms; WiFi; Beach Access; Gym; Pool; Restaurant,Snowy,6.1,$3458–$7545,water-sports; photography; wildlife; culture
Singapore,Singapore,Southeast Asia,city,Hot,February,Sentosa; Gardens by the Bay; Singapore Landmark 1; Singapore Landmark 2; Marina Bay Sands,Chilli Crab,Spicy,Mandarin Oriental,3,355,Pet Friendly; Breakfast Included; Conference Rooms,Humid,23.5,$2343–$5112,historic tours; skiing
Prague,Czech Republic,Europe,heritage,Moderate,Autumn,Prague Landmark 1; Charles Bridge; Old Town Square; Prague Castle; Prague Landmark 2,Trdelnik,Sweet,Aria Hotel,3,38,Breakfast Included; Pet Friendly; Parking; Restaurant; Pool,Snowy,10.8,$376–$820,photography; culture; skiing
Rome,Italy,Europe,heritage,Moderate,Autumn,Rome Landmark 1; Colosseum; Trevi Fountain; Rome Landmark 2; Vatican City,Carbonara,Savory,Rome Cavalieri,5,278,Conference Rooms; Airport Shuttle; Kids Club; Pet Friendly; Spa; Parking; Pool,Moderate,20.5,$917–$2001,culture; hiking; skiing; wildlife
Rome,Italy,Europe,heritage,Moderate,April,Trevi Fountain; Colosseum; Rome Landmark 2; Vatican City; Rome Landmark 1,Carbonara,Savory,Hotel de Russie,3,342,Pool; WiFi; Airport Shuttle; Bar; Gym,Humid,13.9,$3385–$7387,historic tours; relaxation
Bali (Ubud),Indonesia,Other,island,Hot,Monsoon,Tegalalang Rice Terrace; Ubud Rice Terraces; Monkey Forest; Bali (Ubud) Landmark 2; Bali (Ubud) Landmark 1,Bebek Betutu,Savory,The Kayon Resort,4,218,Kids Club; Conference Rooms; Spa,Rainy,20.5,$2398–$5232,water-sports; wildlife; skiing
Bali,Indonesia,East Asia,island,Hot,May,Bali Landmark 2; Ubud Rice Terraces; Uluwatu Temple; Seminyak Beach; Bali Landmark 1,Nasi Goreng,Savory,Four Seasons Bali,4,188,Spa; Beach Access; Restaurant; Parking; Airport Shuttle; WiFi; Gym,Rainy,22.2,$620–$1353,historic tours
Manali,India,South Asia,mountain,Cold,Spring,Manali Landmark 1; Manali Landmark 2; Solang Valley; Hadimba Temple; Rohtang Pass,Trout Fish,Savory,The Himalayan,4,121,Pet Friendly; Parking; Breakfast Included; Bar; Gym,Rainy,2.6,$798–$1742,skiing; historic tours; water-sports
Sydney,Australia,Oceania,city,Moderate,November,Sydney Opera House; Bondi Beach; Sydney Landmark 1; Sydney Landmark 2; Harbour Bridge,Meat Pie,Savory,Four Seasons,4,185,Spa; Breakfast Included; WiFi; Bar; Parking; Conference Rooms,Humid,18.0,$814–$1776,historic tours; spirituality; relaxation; shopping
Helsinki,Finland,Southeast Asia,city,Cold,Autumn,Helsinki Landmark 2; Helsinki Landmark 1; Helsinki Cathedral; Suomenlinna; Market Square,Salmiakki,Savory,Hilton Helsinki,4,131,Airport Shuttle; Conference Rooms; Gym; Spa; Bar; Pool; Pet Friendly,Windy,5.5,$1296–$2829,food; wildlife
Lima,Peru,Europe,city,Moderate,February,Historic Centre; Lima Landmark 2; Parque Kennedy; Miraflores; Lima Landmark 1,Ceviche,Savory,Belmond Miraflores,4,134,Gym; Spa; Pool,Sunny,22.6,$1031–$2251,photography; water-sports
Rishikesh,India,South Asia,spiritual,Moderate,Spring,Beatles Ashram; Laxman Jhula; Rishikesh Landmark 1; Rishikesh Landmark 2; Triveni Ghat,Aloo Puri,Savory,Ananda in the Himalayas,5,60,Restaurant; Beach Access; WiFi; Airport Shuttle; Pet Friendly; Spa,Humid,18.0,$264–$576,culture; skiing; photography
